id,Category,Price_tier,Neighborhood,Opening_hours,Average_rating,Good_for_kids
943,Japanese,Cheap,Brooklyn,8am-10pm,3.0,true
944,Mexican,Medium,Queens,8am-10pm,4.0,true
945,Japanese,Cheap,Bronx,8am-10pm,4.3,false
946,American,Cheap,Brooklyn,8am-10pm,3.9,true
947,Italian,Medium,Queens,8am-10pm,1.6,false
948,Japanese,Medium,Manhattan,8am-10pm,3.4,false
949,Japanese,Cheap,Bronx,8am-10pm,1.3,false
950,Chinese,Medium,Staten Island,8am-10pm,3.6,true
951,American,Medium,Staten Island,8am-10pm,3.9,false
952,Chinese,Cheap,Bronx,8am-10pm,2.3,true
953,Chinese,Cheap,Staten Island,8am-10pm,2.8,true
954,Mexican,Expensive,Queens,8am-10pm,2.6,true
955,Chinese,Medium,Staten Island,8am-10pm,3.0,true
956,Italian,Medium,Manhattan,8am-10pm,2.5,true
957,Italian,Expensive,Brooklyn,8am-10pm,2.7,true
958,Chinese,Medium,Bronx,8am-10pm,4.1,true
959,American,Medium,Bronx,8am-10pm,2.4,true
960,Japanese,Medium,Brooklyn,8am-10pm,2.0,true
961,Italian,Medium,Manhattan,8am-10pm,4.9,false
962,Mexican,Expensive,Manhattan,8am-10pm,2.1,true
963,Mexican,Expensive,Staten Island,8am-10pm,1.0,true
964,Mexican,Expensive,Brooklyn,8am-10pm,1.6,false
965,Japanese,Medium,Brooklyn,8am-10pm,4.9,true
966,Mexican,Expensive,Manhattan,8am-10pm,1.2,false
967,Italian,Medium,Manhattan,8am-10pm,5.0,false
968,Mexican,Cheap,Manhattan,8am-10pm,2.8,true
969,Chinese,Cheap,Queens,8am-10pm,2.5,false
970,American,Expensive,Staten Island,8am-10pm,3.7,false
971,Mexican,Expensive,Queens,8am-10pm,3.5,true
972,Mexican,Expensive,Bronx,8am-10pm,4.5,false
973,Chinese,Medium,Queens,8am-10pm,4.1,false
974,American,Expensive,Brooklyn,8am-10pm,3.8,true
975,Chinese,Expensive,Queens,8am-10pm,4.6,false
976,American,Cheap,Queens,8am-10pm,2.1,false
977,Chinese,Cheap,Staten Island,8am-10pm,4.8,true
978,American,Medium,Queens,8am-10pm,1.7,false
979,Italian,Expensive,Queens,8am-10pm,2.5,true
980,Italian,Medium,Queens,8am-10pm,2.7,false
981,Mexican,Expensive,Bronx,8am-10pm,3.7,true
982,Italian,Medium,Bronx,8am-10pm,5.0,true
983,Mexican,Cheap,Queens,8am-10pm,4.2,true
984,Italian,Expensive,Brooklyn,8am-10pm,5.0,false
985,Japanese,Cheap,Brooklyn,8am-10pm,2.3,true
986,Chinese,Medium,Brooklyn,8am-10pm,3.0,false
987,Japanese,Cheap,Brooklyn,8am-10pm,4.9,false
988,Chinese,Medium,Staten Island,8am-10pm,4.7,false
989,American,Medium,Staten Island,8am-10pm,1.2,true
990,American,Cheap,Queens,8am-10pm,3.0,true
991,Chinese,Expensive,Brooklyn,8am-10pm,2.4,true
992,Chinese,Cheap,Bronx,8am-10pm,1.9,false
993,Japanese,Medium,Brooklyn,8am-10pm,1.2,true
994,Japanese,Cheap,Staten Island,8am-10pm,3.2,false
995,Chinese,Cheap,Manhattan,8am-10pm,1.1,true
996,Italian,Expensive,Bronx,8am-10pm,4.8,true
997,Chinese,Expensive,Manhattan,8am-10pm,3.5,true
998,Italian,Medium,Queens,8am-10pm,1.2,true
999,Japanese,Expensive,Manhattan,8am-10pm,3.2,true
1000,American,Medium,Manhattan,8am-10pm,1.3,false
